Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,34676.36399,35899.40194,37439.23314,37677.72679,39521.69698,40144.02683,40849.99738,42924.61363,44577.06457,46537.47404
French Polynesia,PYF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.146,2.162,2.066,2.026,1.946,1.959,1.905,1.852,1.804,1.789
French Polynesia,PYF,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,0.499851816,0.499851816,0.499851816,0.499851816,0.499851816,0.499851816,0.499851816,0.499851816,0.499851816,0.499851816
French Polynesia,PYF,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.138,4.153,4.151,4.086,4.019,3.953,3.889,3.817,3.752,3.679
Gabon,GAB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,43,41.5,40.1,38.7,37.3,36.5,35.3,34,33.2,32.2
Gabon,GAB,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06,3.06
Gabon,GAB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,11920,12230,12820,13170,13040,13960,12940,12680,13560,13630
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13448.29955,14084.53803,14863.46234,14628.61588,14437.75973,14721.90115,14113.82767,13749.83255,14478.13031,14597.14731
"Gambia, The",GMB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.685,5.669,5.64,5.586,5.51,5.416,5.314,5.197,5.091,4.972
"Gambia, The",GMB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,47.3,45.9,44.6,43.3,42.1,41,39.8,38.7,37.7,36.7
"Gambia, The",GMB,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,1.99,2.46,2.67,2.44,2.66,2.66,2.66,2.66,2.66,2.66
"Gambia, The",GMB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2130,2210,2000,1990,1920,1830,1870,1880,1890,2020
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2169.269373,2254.050604,2049.349001,2033.281001,1960.584941,1874.262665,1913.415347,1918.697016,1927.039942,2060.974632
Georgia,GEO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.871,1.919,1.918,1.938,2.017,2.115,2.204,2.198,2.144,2.114
Georgia,GEO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,13.9,12.6,11.6,10.8,10.2,9.7,9.3,9.1,8.9,8.8
Georgia,GEO,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.054285714,1.907142857,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76
Georgia,GEO,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,6960,7430,8120,9720,10420,11420,11820,12260,12920,14030
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6987.936514,7567.664126,8360.297207,9826.052753,10611.77412,11575.54721,12089.16941,12858.4834,13589.70739,14596.06929
Germany,DEU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.36,1.39,1.39,1.41,1.42,1.47,1.5,1.6,1.57,1.57
Germany,DEU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.5,3.5,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.2
Germany,DEU,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.65,4.68,4.54,4.67,4.465444157,4.4815292,4.423255023,4.404743331,4.428207989,4.451743699
Germany,DEU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,37650,39730,43630,44400,46040,47950,48690,51830,54340,57060
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,36816.20718,38950.71088,42541.53109,43359.61483,44993.89275,47011.55109,47609.781,50579.68393,53071.45557,55195.84054
Ghana,GHA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.214,4.206,4.193,4.183,4.136,4.05,4.05,3.911,3.713,3.731
Ghana,GHA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,49.2,47.4,45.6,43.8,42.2,40.6,39.2,37.9,36.7,35.6
Ghana,GHA,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.77,4.68,8.16,7.99,5.84,4.244269649,4.244269649,4.244269649,4.244269649,4.244269649
Ghana,GHA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3590,3790,4260,4690,4980,5100,4870,4620,4690,5010
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3604.432313,3839.885758,4362.592882,4877.582214,5118.242139,5376.308829,5021.788687,4811.572816,4929.567954,5248.46349
Gibraltar,GIB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.797,1.838,1.872,1.893,1.834,2.014,2.186,1.94,1.895,1.879
Gibraltar,GIB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.5,1.48,1.4,1.34,1.29,1.3,1.33,1.38,1.35,1.35
Greece,GRC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.4,3.4,3.5,3.5,3.6,3.8,3.8,3.9,3.8,3.7
Greece,GRC,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.115773377,3.119716721,3.123660065,3.127603409,3.131546753,3.135490097,3.139433441,3.515473934,3.079249983,3.20760678
Greece,GRC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,29690,27290,24960,25120,25990,26800,26740,27380,28460,29290
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,30359.45115,27911.69743,25671.51609,24911.11963,25986.65032,26625.06181,26760.3633,27511.80102,28604.86094,29617.54834
Greenland,GRL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.359,2.195,2.117,2.019,2.077,2.037,2.01,2,2.09,2
Greenland,GRL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.262,2.24,2.217,2.194,2.171,2.148,2.126,2.104,2.083,2.063
Grenada,GRD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,13.2,13.3,13.5,13.7,13.9,14.1,14.2,14.4,14.5,14.6
Grenada,GRD,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
Grenada,GRD,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,9290,9600,9910,9910,10660,10950,11510,12550,13260,14220
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10121.74045,10120.42616,10330.08298,10348.99851,10995.56926,12039.11205,13036.56082,13810.38775,14870.03149,15772.04804
Guam,GUM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.987,2.973,2.865,3.115,2.874,2.943,2.922,2.952,2.805,2.671
Guam,GUM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,8.3161306,8.3161306,8.3161306,8.3161306,8.3161306,8.3161306,8.3161306,8.3161306,8.3161306,8.3161306
Guam,GUM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.465,3.375,3.292,3.219,3.151,3.088,3.029,2.973,2.857,2.743
Guatemala,GTM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,29.7,28.7,27.6,26.6,25.6,24.6,23.8,23,22.2,21.5
Guatemala,GTM,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.885,2.88,2.95,2.94,2.84,2.965512577,2.986905133,2.932524058,2.880386455,2.958868835
Guatemala,GTM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,6350,6450,6720,7060,7270,7560,8000,8040,8150,8500
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6474.796935,6618.916031,6910.876502,7204.732938,7446.588009,7758.49317,8194.440681,8221.746427,8322.21681,8672.717782
Guinea,GIN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.508,5.397,5.296,5.195,5.116,5.049,5.022,4.926,4.789,4.669
Guinea,GIN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,78.1,76.8,75.6,74.5,73.4,72.9,71.9,70.2,69.2,68
Guinea,GIN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.37,3.67,3.24,2.58,3.07,2.193719205,2.243419932,2.270217244,2.044360248,2.163978713
Guinea,GIN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1550,1620,1690,1740,1700,1720,1760,2010,2370,2440
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1585.791515,1641.250106,1726.182307,1772.704931,1784.690499,1775.501628,1789.018453,2045.094368,2383.578867,2531.140575
Guinea-Bissau,GNB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.152,5.061,5.047,5.003,4.937,4.802,4.671,4.531,4.358,4.263
Guinea-Bissau,GNB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,75.8,72.6,69.6,66.7,64.2,61.9,59.9,58,56.3,54.6
Guinea-Bissau,GNB,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,1.462727273,1.38,1.3,1.38,1.16,1.16,1.16,1.16,1.16,1.16
Guinea-Bissau,GNB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1250,1300,1410,1320,1300,1390,1590,1740,1880,1830
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1261.097036,1301.004359,1398.117143,1316.16757,1324.608211,1338.015633,1551.034122,1697.129045,1872.309281,1896.406983
Guyana,GUY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.684,2.655,2.63,2.606,2.582,2.558,2.534,2.509,2.485,2.462
Guyana,GUY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,31,30.5,30,29.4,28.8,28.1,27.4,26.7,26,25.3
Guyana,GUY,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.14,3.38,3.14,2.92,2.92,2.92,2.92,2.92,2.92,2.92
Guyana,GUY,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,8790,9390,10070,10700,11270,11200,11450,11470,12160,12600
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8834.223432,9351.787923,10092.08249,10640.67256,11198.16014,11130.49447,11382.24238,11479.46201,12193.62168,12671.69077
Haiti,HTI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.508,3.47,3.411,3.302,3.216,3.157,3.108,3.062,3.016,2.959
Haiti,HTI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,60.1,76.3,57.7,56.6,55.4,54.1,53,51.7,50.5,49.2
Haiti,HTI,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,1.461652,1.461652,1.461652,1.461652,1.461652,1.461652,1.461652,1.461652,1.461652,1.461652
Haiti,HTI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2850,2690,2860,2810,3000,3020,2950,3150,3210,3300
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2843.085089,2683.688662,2846.881182,2801.350402,2992.430351,3005.800422,2938.044757,3138.541125,3200.042183,3286.586198
Honduras,HND,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.063,2.957,2.86,2.774,2.699,2.635,2.581,2.536,2.496,2.46
Honduras,HND,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,21.6,20.9,20.1,19.5,18.8,18.2,17.5,16.9,16.3,15.8
Honduras,HND,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.58766192,5.77324644,5.95883096,6.14441548,6.33,6.33,6.33,6.33,6.33,6.33
Honduras,HND,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3550,3550,3660,3690,3780,4020,4410,4690,5110,5250
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3617.158904,3719.19615,3863.651341,3963.015777,4067.289315,4368.555682,4729.153322,5043.871489,5447.698792,5694.958543
"Hong Kong SAR, China",HKG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.055,1.127,1.204,1.285,1.125,1.235,1.196,1.205,1.128,1.08
"Hong Kong SAR, China",HKG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.836364887,3.001600058,2.799364832,2.829592812,2.829592812,2.829592812,2.829592812,2.829592812,2.829592812,2.829592812
"Hong Kong SAR, China",HKG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,47240,50230,53710,52990,54710,55910,57450,58660,62440,65500
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,45861.01853,49190.5961,52277.46644,52234.59232,53691.83748,54781.64716,56408.93627,57225.09,59842.213,62523.13559
Hungary,HUN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.32,1.25,1.23,1.34,1.35,1.44,1.45,1.53,1.54,1.55
Hungary,HUN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.2,5.1,4.9,4.8,4.7,4.5,4.2,4,3.7,3.5
Hungary,HUN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.84,4.55,4.47,4.135943199,4.110752227,4.400046509,4.421226137,4.390071071,4.322961305,4.161387682
Hungary,HUN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,19820,20720,21910,22280,23830,24530,25520,27190,28300,30660
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,20722.88699,21741.54584,23029.44718,23267.44839,24547.98053,25691.52726,26798.85417,27941.92686,29496.16368,31908.86345
Iceland,ISL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.23,2.2,2.02,2.04,1.93,1.93,1.8,1.74,1.71,1.71
Iceland,ISL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
Iceland,ISL,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,8.34,8.06,7.65,8.180399864,7.442589781,7.585452815,7.461883719,7.441642862,7.467097265,7.480769331
Iceland,ISL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,33590,32160,34550,36690,42100,43500,46470,50990,53920,54290
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,41864.61935,39773.26353,40936.86783,42004.44761,44409.66895,45996.96875,49201.0641,53480.39719,55638.49206,57197.76762
India,IND,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.673,2.603,2.536,2.467,2.406,2.306,2.287,2.273,2.2,2.177
India,IND,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,47.2,45.1,42.9,40.9,38.8,36.9,35,33.2,31.5,29.8
India,IND,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08
India,IND,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3870,4170,4430,4770,4950,5130,5350,5710,6050,6520
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3892.530031,4215.580828,4467.466655,4827.945973,5016.928746,5187.255759,5412.336239,5778.269614,6112.06665,6590.882301
Indonesia,IDN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.459,2.452,2.499,2.49,2.427,2.389,2.345,2.309,2.262,2.234
Indonesia,IDN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,29,27.9,26.9,25.9,25,24.1,23.2,22.4,21.6,20.8
Indonesia,IDN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.27,2.55,2.86,3.05,3.05,3.004778127,3.266724795,3.266724795,3.266724795,3.266724795
Indonesia,IDN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,7660,8210,8770,9370,9710,9890,9880,10150,10600,11320
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7941.166333,8430.615417,9022.72138,9645.149197,10009.0107,10233.98527,10219.17641,10482.699,10941.92095,11671.43233
"Iran, Islamic Rep.",IRN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.766,1.768,1.8,1.886,1.961,2.036,2.053,2.07,2.074,1.968
"Iran, Islamic Rep.",IRN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,17.4,16.5,15.7,15.1,14.4,13.9,13.4,12.9,12.4,12
"Iran, Islamic Rep.",IRN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.04,4.11,3.66545007,3.22090014,3.16,2.86,2.677994262,3.22375357,3.624634533,3.744480288
"Iran, Islamic Rep.",IRN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,17370,18350,19000,16870,16040,15790,13840,14680,15180,15120
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17379.40321,18348.51527,18981.2308,16757.19207,15939.68053,15704.91642,13828.43857,14661.83944,15163.29231,15044.36914
Iraq,IRQ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.362,4.429,4.536,4.477,4.378,4.283,4.09,3.9,3.73,3.659
Iraq,IRQ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,29.5,28.7,27.9,27.1,26.3,25.6,24.8,24.1,23.4,22.7
Iraq,IRQ,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
Iraq,IRQ,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,11920,12240,12810,14350,14450,12930,9120,8840,9900,10160
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11597.83401,12098.90311,12825.63742,14279.26515,14517.48261,13005.7538,9198.737829,8920.041235,9976.854942,10235.33636
Ireland,IRL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.06,2.05,2.03,1.98,1.93,1.89,1.85,1.81,1.77,1.75
Ireland,IRL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.6,3.5,3.5,3.4,3.3,3.3,3.2,3.1,3,2.9
Ireland,IRL,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,6.77,6.65,6.67,6.74,5.951161441,5.407983036,4.546501764,4.248939094,4.180252679,4.147274336
Ireland,IRL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,34650,36320,36700,37520,40440,43260,53170,58340,62000,65690
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,41471.4941,43208.24453,45116.98841,46283.72897,47797.14967,51238.80033,69214.422,71410.36927,78168.96774,84918.33838
Isle of Man,IMN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.19,2.17,1.956,1.885,1.853,1.737,1.711,1.691,1.677,1.621
Isle of Man,IMN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.96,3.03,2.98,3.05,3.03,3.08,3.09,3.11,3.11,3.09
Israel,ISR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.8,3.7,3.5,3.4,3.3,3.2,3.2,3.1,3,2.9
Israel,ISR,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.34,5.35,5.37,5.29838322,5.418882238,5.292433289,5.37002308,5.35194308,5.484315919,5.431281134
Israel,ISR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,27310,28830,30820,31580,34040,34510,35480,37730,39140,40040
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,27903.11705,29298.96195,31161.72418,32322.69352,34740.40169,34740.31091,35864.273,38208.35624,39448.13915,40231.90526
Italy,ITA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.45,1.46,1.44,1.43,1.39,1.37,1.35,1.34,1.32,1.29
Italy,ITA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.4,3.4,3.3,3.2,3.1,3.1,3,2.9,2.8,2.7
Italy,ITA,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.29,4.12,3.93,3.894486153,3.925408966,3.864453802,3.897850722,3.669588458,3.940699771,4.092586086
Italy,ITA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,34580,35080,36510,36440,36250,36200,36640,40040,41810,43510
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,34603.25586,35156.66839,36598.01497,36486.29679,36314.6971,36194.87392,36899.38521,39926.95466,41581.12079,43036.24378
Jamaica,JAM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.864,1.742,1.728,1.696,1.636,1.569,1.588,1.516,1.44,1.388
Jamaica,JAM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,15.2,14.8,14.5,14.1,13.7,13.3,12.9,12.5,12.2,11.8
Jamaica,JAM,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,6.03,6.23,6.43,6.31,6.27,6.14,5.498316782,5.400902651,5.263252546,5.516965952
Jamaica,JAM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,7730,7820,8100,8320,8500,8630,8810,9130,9700,10010
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8178.963348,8122.350005,8396.881317,8431.375117,8703.54096,8823.10864,9095.919824,9533.834148,9984.577117,10405.03397
Japan,JPN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.37,1.39,1.39,1.41,1.43,1.42,1.45,1.44,1.43,1.42
Japan,JPN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.4,2.3,2.3,2.2,2.1,2.1,2,2,1.9,1.9
Japan,JPN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,2.96569777,3.040894546,3.065198743,3.158312194,3.087329701,2.948387243,2.822103305,2.695819368,2.680368878,2.655453559
Japan,JPN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,34390,36280,37270,38640,40760,41030,42510,42010,42980,43750
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,33547.28342,35335.37351,36214.43977,37605.97426,39402.0251,39555.41201,40898.80697,40596.96866,41444.21574,42141.9353
Jordan,JOR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.842,3.778,3.681,3.559,3.436,3.31,3.175,3.077,3.027,2.973
Jordan,JOR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,17.7,17.2,16.8,16.3,15.9,15.5,15,14.6,14.2,13.8
Jordan,JOR,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.628886458,3.567249725,3.505612993,3.443976261,3.382339529,3.320702797,3.259066065,3.197429333,3.061867047,2.686859438
Jordan,JOR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,9940,9830,10040,10180,10220,9350,9130,8990,9580,9770
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9785.721106,9912.172408,10133.77152,10308.04395,10320.79788,9457.596728,9237.718184,9056.909866,9629.102997,9814.924305
Kazakhstan,KAZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.55,2.59,2.59,2.62,2.64,2.73,2.74,2.77,2.75,2.84
Kazakhstan,KAZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,20,18.2,16.3,14.6,13,11.6,10.6,9.8,9.4,9.1
Kazakhstan,KAZ,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.122087714,3.609342745,3.808435762,4.141518169,3.648443536,3.607626764,2.873102732,3.167765896,2.957058528,2.847195786
Kazakhstan,KAZ,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,16020,16710,17790,19050,21900,22190,21760,21490,22160,22940
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17958.31266,19227.1844,20779.44425,22032.17454,24504.76609,24726.47287,23224.11784,23818.82483,24862.96612,26158.44577
